,,,Scope/Entity,,,,Service/Entity,,,,,,count,entity_type,scope,scope_description,service_identifier,service_display_text,service_description,service_endpoint,setting_identifier,settings_table,service_table,latest_value,latest_value_timestamp
91,16,IVS,IVSDevice,8,25,ivs.services.photo,IVSivs.services.photoDevice,,0,49,,,16,Device,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
92,16,IVS,IVSPerson,9,25,ivs.services.photo,IVSivs.services.photoPerson,,0,49,,,1,Person,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
93,16,IVS,IVSParent,10,25,ivs.services.photo,IVSivs.services.photoParent,,0,49,,,1,Parent,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
94,16,IVS,IVSParent,11,25,ivs.services.photo,IVSivs.services.photoParent,,0,49,,,2,Parent,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
95,16,IVS,IVSIntegrator,12,25,ivs.services.photo,IVSivs.services.photoIntegrator,,0,49,,,160,Integrator,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
96,16,IVS,IVSDevice,13,25,ivs.services.photo,IVSivs.services.photoDevice,,0,49,,,8,Device,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
97,16,IVS,IVSParent,14,25,ivs.services.photo,IVSivs.services.photoParent,,0,49,,,165,Parent,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_type_setting,,,
98,16,IVS,IVSWeb Service,15,25,ivs.services.photo,IVSivs.services.photoWeb Service,,0,49,,,1,Web Service,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
99,16,IVS,IVSParent,16,25,ivs.services.photo,IVSivs.services.photoParent,,0,49,,,1,Parent,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
100,16,IVS,IVSDevice,17,25,ivs.services.photo,IVSivs.services.photoDevice,,0,49,,,16,Device,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
101,16,IVS,IVSIntegrator,18,25,ivs.services.photo,IVSivs.services.photoIntegrator,,0,49,,,139,Integrator,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
102,16,IVS,IVSDevice,19,25,ivs.services.photo,IVSivs.services.photoDevice,,0,49,,,8,Device,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
103,16,IVS,IVSParent,20,25,ivs.services.photo,IVSivs.services.photoParent,,0,49,,,139,Parent,IVS,Identity Verification Service API,ivs.services.photo,IVS Photo,Can perform identity verification to return photo,/photo,,entity_service_setting,,,
1,17,OBS,OBSParent,1,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_setting,,,
2,17,OBS,OBSParent,2,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_type_setting,,,
3,17,OBS,OBSParent,3,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_type_setting,,,
4,17,OBS,OBSParent,4,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_type_setting,,,
5,17,OBS,OBSParent,5,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_setting,,,
6,17,OBS,OBSParent,6,26,OBS,OBSOBSParent,,0,49,,,1,Parent,OBS,Online Banking Service,OBS,Online Banking Service,Online Banking Service,/obs/,,entity_service_setting,,,
1,18,OCS,OCSParent,1,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionapp.mandate.creation.enabled,1,50,,,4,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,app.mandate.creation.enabled,entity_service_type_setting,entity_service_type_setting,TRUE,4184
2,18,OCS,OCSDevice,2,27,ocs.services.collection,OCSocs.services.collectionDevice,OCSocs.services.collectionapp.mandate.creation.enabled,2,50,,,20,Device,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,app.mandate.creation.enabled,entity_service_type_setting,entity_service_type_setting,TRUE,4184
3,18,OCS,OCSParent,3,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionapp.mandate.creation.enabled,3,50,,,1,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,app.mandate.creation.enabled,entity_service_type_setting,entity_service_type_setting,TRUE,4184
4,18,OCS,OCSDevice,4,27,ocs.services.collection,OCSocs.services.collectionDevice,OCSocs.services.collectionapp.transaction.history.enabled,1,51,,,7,Device,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,app.transaction.history.enabled,entity_service_type_setting,entity_service_type_setting,TRUE,4185
5,18,OCS,OCSDevice,5,27,ocs.services.collection,OCSocs.services.collectionDevice,OCSocs.services.collectionexternal.status.webhook.url,1,52,,,17,Device,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,external.status.webhook.url,entity_service_type_setting,entity_service_type_setting,https://api.bitventure.co.za/tca/webhook/easydebit/,5016
6,18,OCS,OCSIntegrator,6,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionexternal.status.webhook.url,2,52,,,1,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,external.status.webhook.url,entity_service_type_setting,entity_service_type_setting,https://api.bitventure.co.za/tca/webhook/easydebit/,5016
7,18,OCS,OCSParent,7,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionexternal.status.webhook.url,3,52,,,5,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,external.status.webhook.url,entity_service_type_setting,entity_service_type_setting,https://api.bitventure.co.za/tca/webhook/easydebit/,5016
8,18,OCS,OCSIntegrator,8,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.df.scheme,1,53,,,23,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.df.scheme,entity_service_type_setting,entity_service_type_setting,TTMDGT,5055
9,18,OCS,OCSPerson,9,27,ocs.services.collection,OCSocs.services.collectionPerson,OCSocs.services.collectionocs.df.scheme,2,53,,,11,Person,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.df.scheme,entity_service_type_setting,entity_service_type_setting,TTMDGT,5055
10,18,OCS,OCSParent,10,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.df.scheme,3,53,,,90,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.df.scheme,entity_service_type_setting,entity_service_type_setting,TTMDGT,5055
11,18,OCS,OCSParent,11,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.easy.loan.webhook.url,1,54,,,1,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.easy.loan.webhook.url,entity_service_setting,entity_service_setting,https://easyloans.co.za/1024/api/Payments/status/update,1910
12,18,OCS,OCSIntegrator,12,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.easy.loan.webhook.url,2,54,,,15,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.easy.loan.webhook.url,entity_service_setting,entity_service_setting,https://easyloans.co.za/1024/api/Payments/status/update,1910
13,18,OCS,OCSIntegrator,13,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.do.gc,1,55,,,7,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.do.gc,entity_service_type_setting,entity_service_type_setting,null,5003
14,18,OCS,OCSParent,14,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.do.gc,2,55,,,30,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.do.gc,entity_service_type_setting,entity_service_type_setting,null,5003
15,18,OCS,OCSParent,15,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.do.sc.gc.map,1,56,,,33,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.do.sc.gc.map,entity_service_type_setting,entity_service_type_setting,"[{""gc"": ""null"", ""map"": ""null""}]",5011
16,18,OCS,OCSIntegrator,16,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.do.sc.gc.map,2,56,,,7,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.do.sc.gc.map,entity_service_type_setting,entity_service_type_setting,"[{""gc"": ""null"", ""map"": ""null""}]",5011
17,18,OCS,OCSDevice,17,27,ocs.services.collection,OCSocs.services.collectionDevice,OCSocs.services.collectionocs.ed.mandate.default.details,1,57,,,17,Device,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.mandate.default.details,entity_service_type_setting,entity_service_type_setting,"{""scheme"": ""GRPFVPRTN"", ""tracking"": true, ""frequency"": ""MONTHLY"", ""mandateType"": ""Usage"", ""adjustmentType"": ""RATE"", ""adjustmentValue"": ""1"", ""referenceFormat"": ""Group5_*******"", ""adjustmentFrequency"": ""ANUALLY"", ""debitClassification"": ""LRM"", ""generateInstallment"": true, ""calculateInstallment"": false, ""dateAdjustmentAllowed"": ""Y"", ""maximumInstallmentAmount"": ""10000"", ""generateContractReference"": true}",5017
18,18,OCS,OCSParent,18,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.mandate.default.details,2,57,,,7,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.mandate.default.details,entity_service_type_setting,entity_service_type_setting,"{""scheme"": ""GRPFVPRTN"", ""tracking"": true, ""frequency"": ""MONTHLY"", ""mandateType"": ""Usage"", ""adjustmentType"": ""RATE"", ""adjustmentValue"": ""1"", ""referenceFormat"": ""Group5_*******"", ""adjustmentFrequency"": ""ANUALLY"", ""debitClassification"": ""LRM"", ""generateInstallment"": true, ""calculateInstallment"": false, ""dateAdjustmentAllowed"": ""Y"", ""maximumInstallmentAmount"": ""10000"", ""generateContractReference"": true}",5017
19,18,OCS,OCSIntegrator,19,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.mandate.default.details,3,57,,,2,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.mandate.default.details,entity_service_type_setting,entity_service_type_setting,"{""scheme"": ""GRPFVPRTN"", ""tracking"": true, ""frequency"": ""MONTHLY"", ""mandateType"": ""Usage"", ""adjustmentType"": ""RATE"", ""adjustmentValue"": ""1"", ""referenceFormat"": ""Group5_*******"", ""adjustmentFrequency"": ""ANUALLY"", ""debitClassification"": ""LRM"", ""generateInstallment"": true, ""calculateInstallment"": false, ""dateAdjustmentAllowed"": ""Y"", ""maximumInstallmentAmount"": ""10000"", ""generateContractReference"": true}",5017
20,18,OCS,OCSIntegrator,20,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.passthrough,1,58,,,11,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.passthrough,entity_service_type_setting,entity_service_type_setting,TRUE,5056
21,18,OCS,OCSParent,21,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.passthrough,2,58,,,61,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.passthrough,entity_service_type_setting,entity_service_type_setting,TRUE,5056
22,18,OCS,OCSPerson,22,27,ocs.services.collection,OCSocs.services.collectionPerson,OCSocs.services.collectionocs.ed.passthrough,3,58,,,1,Person,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.passthrough,entity_service_type_setting,entity_service_type_setting,TRUE,5056
23,18,OCS,OCSIntegrator,23,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.sc.gc.map,1,59,,,35,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.sc.gc.map,entity_service_type_setting,entity_service_type_setting,"[{""map"": ""TTMDGT"", ""gc"": ""TTMDGT""}]",5054
24,18,OCS,OCSParent,24,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.sc.gc.map,2,59,,,90,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.sc.gc.map,entity_service_type_setting,entity_service_type_setting,"[{""map"": ""TTMDGT"", ""gc"": ""TTMDGT""}]",5054
25,18,OCS,OCSPerson,25,27,ocs.services.collection,OCSocs.services.collectionPerson,OCSocs.services.collectionocs.ed.sc.gc.map,3,59,,,11,Person,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.sc.gc.map,entity_service_type_setting,entity_service_type_setting,"[{""map"": ""TTMDGT"", ""gc"": ""TTMDGT""}]",5054
26,18,OCS,OCSIntegrator,26,27,ocs.services.collection,OCSocs.services.collectionIntegrator,OCSocs.services.collectionocs.ed.ul.gc.map,1,60,,,11,Integrator,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.ul.gc.map,entity_service_type_setting,entity_service_type_setting,,5015
27,18,OCS,OCSParent,27,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.ul.gc.map,2,60,,,12,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.ul.gc.map,entity_service_type_setting,entity_service_type_setting,,5015
28,18,OCS,OCSPerson,28,27,ocs.services.collection,OCSocs.services.collectionPerson,OCSocs.services.collectionocs.ed.ws.gc,1,61,,,11,Person,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.ws.gc,entity_service_type_setting,entity_service_type_setting,TTMDGT,5051
29,18,OCS,OCSParent,29,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.ws.gc,2,61,,,1,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.ws.gc,entity_service_type_setting,entity_service_type_setting,TTMDGT,5051
30,18,OCS,OCSParent,30,27,ocs.services.collection,OCSocs.services.collectionParent,OCSocs.services.collectionocs.ed.ws.gc,3,61,,,2,Parent,OCS,Online Collection Service API,ocs.services.collection,Collection,Collection submission,/collection,ocs.ed.ws.gc,entity_service_type_setting,entity_service_type_setting,TTMDGT,5051
